Medical Term,Frequency
wo,19
jvp,19
encompassing,19
element,19
lyrica,19
spanish,19
trigone,19
bruce,19
destructive,19
sores,19
pyelonephritis,19
drinker,19
vesicle,19
neither,19
institution,19
tool,19
torqued,19
halo,19
pleurodesis,19
stabilize,19
establishing,19
tries,19
bend,19
transplantation,19
paracentral,19
beers,19
poison,19
deeply,19
tabs,19
occlude,19
tetracycline,19
substances,19
infiltrating,19
sleepiness,19
upstroke,19
apartment,19
povidone,19
effexor,19
san,19
spectrum,19
cases,19
unlabored,19
shelf,19
linea,19
cups,19
min,19
breakdown,19
intermediate,19
gum,19
decide,19
micrograms,19
calculi,19
juncture,19
herniorrhaphy,19
weaning,19
tolerates,19
hcg,19
dystonic,19
bi,19
paste,19
ease,19
deceleration,19
lengths,19
supplement,19
registered,19
rrr,19
trip,19
intrarenal,19
notified,19
subdermal,19
multiforme,19
involve,19
graves,19
norco,19
giant,19
incompletely,19
adenomatous,19
exclude,19
dullness,19
washings,19
vesicular,19
happening,19
maximize,19
globus,19
cyberknife,19
punctate,19
remarkably,19
shifted,19
paraplegia,19
collections,19
dispense,19
hesitancy,19
fused,19
lock,19
ionic,19
raphe,19
younger,19
menses,19
psychologist,19
lactated,19
likelihood,19
spotting,19
anatomically,19
sizes,19
zimmer,19
awl,19
interior,19
enteral,19
institute,19
ware,18
pros,18
electrocoagulation,18
herpes,18
prevention,18
variables,18
broach,18
rotators,18
abundant,18
hyperkalemia,18
ama,18
labile,18
risperdal,18
cannulas,18
evidenced,18
discontinuing,18
biological,18
consumes,18
answers,18
attributed,18
corners,18
universal,18
catheterized,18
sounding,18
bacteremia,18
tamoxifen,18
classification,18
corticocancellous,18
hartmann,18
upwards,18
overhanging,18
boggy,18
adherence,18
premedication,18
scanner,18
barrett,18
barbara,18
equina,18
septoplasty,18
confirms,18
pearly,18
va,18
prescribe,18
cauda,18
ssep,18
doctors,18
sting,18
ducts,18
vulvar,18
employment,18
stimuli,18
azygos,18
pco,18
objectively,18
heme,18
processus,18
cetacaine,18
gif,18
wart,18
zaontz,18
arthropathy,18
pseudomeningocele,18
mortality,18
suprascapular,18
colchicine,18
autopsy,18
lengthened,18
endoshears,18
ur,18
machined,18
hanging,18
aciphex,18
incorporate,18
flecainide,18
dacron,18
strict,18
inhaled,18
abducted,18
dissections,18
fronto,18
staphylococcus,18
nighttime,18
apgar,18
preterm,18
decompressive,18
rostrally,18
adjuvant,18
twitching,18
mammoplasty,18
vallecula,18
interpreter,18
zygomatic,18
angiomax,18
paresthesia,18
biparietal,18
refusing,18
discussions,18
harm,18
mound,18
participating,18
titrate,18
simultaneously,18
conjunctivitis,18
puncta,18
compazine,18
biopro,18
paratracheal,18
microdebrider,18
endotine,18
feathered,18
areola,18
pathway,18
tucked,18
hc,18
protuberant,18
cooperation,18
windows,18
vitoss,18
disabled,18
caspar,18
stayed,18
pyelogram,18
arouse,18
waking,18
significance,18
fluoxetine,18
chemical,18
sad,18
intercourse,18
cardiothoracic,18
trajectory,18
caps,18
shots,18
dismissal,18
sciatic,18
ortho,18
capture,18
cordis,18
diluted,18
caloric,18
town,18
swab,18
standby,18
senile,18
courses,18
thrombin,18
rapide,18
human,18
rated,18
fingertips,18
transversalis,18
vaccination,18
cyclophosphamide,18
dairy,18
evaluating,18
soleus,18
menometrorrhagia,18
tuohy,18
deliver,18
dictate,18
neurolysis,18
balls,18
retracting,18
al,18
praised,18
snacks,18
violation,18
holter,18
exams,18
hurts,18
surgeons,18
lay,18
kinking,18
backboard,18
dramatic,18
psv,18
pulmicort,18
dysplastic,18
inducible,18
carbonate,18
traversing,18
fcu,18
reinforcement,18
sump,18
punches,18
conservatively,18
exsanguination,18
smk,18
dimpling,18
hyperextension,18
ot,18
tibiofibular,18
technetium,18
ext,18
calves,18
documents,18
intrinsically,18
engineer,18
yy,18
spatula,18
protective,18
triamcinolone,18
kit,18
idea,18
expect,18
tobradex,18
quadrilateral,18
arcus,18
circumscribed,18
dysarthric,18
kcl,18
thrombosed,18
benzodiazepines,18
splinter,18
neutropenia,18
soma,18
employee,18
square,18
historical,18
expressing,18
bringing,18
serologies,18
echocardiography,18
super,18
kelly,18
substernal,18
colorado,18
trials,18
pantoprazole,18
necessity,18
abused,18
formulation,18
opioid,18
sibling,18
amplitudes,18
expression,18
swings,18
plantars,18
bothersome,17
delivering,17
pseudomonas,17
nonproductive,17
dur,17
bifurcating,17
contribute,17
squared,17
reoperation,17
ingestion,17
joseph,17
radiate,17
rx,17
abdominis,17
adjust,17
ferrous,17
plicated,17
repeating,17
saturating,17
losses,17
depuy,17
permcath,17
uncles,17
cerumen,17
sylvian,17
overactive,17
virtually,17
earlobe,17
phenobarbital,17
dilating,17
somewhere,17
public,17
superimposed,17
someone,17
decorticate,17
cystectomy,17
lengthy,17
fluffs,17
heave,17
irrigator,17
fiberglass,17
provisional,17
serology,17
hsv,17
representative,17
drc,17
paced,17
teacher,17
barbotage,17
tee,17
nsaids,17
cea,17
greatest,17
replacements,17
infraorbital,17
alk,17
phos,17
drove,17
ivig,17
midaxillary,17
clivus,17
rose,17
barrier,17
beanbag,17
cluster,17
stooling,17
pyelograms,17
impossible,17
perfect,17
rotate,17
vii,17
handout,17
resuscitation,17
thursday,17
morphogenetic,17
bedrest,17
domestic,17
heparinization,17
glabellar,17
aunts,17
carries,17
dogs,17
laryngectomy,17
attempting,17
proteinuria,17
cooling,17
sseps,17
phrases,17
grades,17
miscarriage,17
decompress,17
epithelium,17
anomalous,17
motivation,17
epigastrium,17
vegetation,17
odynophagia,17
elixir,17
correlated,17
guarantees,17
abg,17
myocardium,17
fitted,17
oligohydramnios,17
pressured,17
tidal,17
input,17
tums,17
herniations,17
electrophysiology,17
hemitransfixion,17
flattened,17
pcr,17
overlapping,17
coordinated,17
guillain,17
barre,17
nitrites,17
empirically,17
apcs,17
nonsurgical,17
door,17
platysmal,17
decorticated,17
latter,17
opacity,17
consistently,17
avoided,17
aliquots,17
recognized,17
lactulose,17
worry,17
adjusting,17
cefotaxime,17
sentinel,17
quarter,17
mets,17
electro,17
callosum,17
hctz,17
bars,17
account,17
viewed,17
consults,17
educated,17
formula,17
enrolled,17
johnson,17
condyles,17
nasotracheal,17
flashes,17
bursectomy,17
dentures,17
besides,17
latex,17
pontis,17
fascitis,17
decompensation,17
rapd,17
lymphadenitis,17
probability,17
tracheotomy,17
mallet,17
osteophytic,17
beat,17
singulair,17
stigmata,17
daughters,17
store,17
slip,17
sinai,17
cystocele,17
evac,17
emboli,17
paramedian,17
catch,17
locate,17
postmenopausal,17
injure,17
private,17
worsens,17
aldactone,17
multiparity,16
entrapped,16
counted,16
parenting,16
folliculitis,16
vigorously,16
condylomas,16
problematic,16
ranged,16
neuropathic,16
voiced,16
supplied,16
user,16
exhibited,16
lp,16
peripherally,16
stylet,16
steady,16
moisture,16
fossae,16
articulations,16
subgaleal,16
toxic,16
immunosuppression,16
gonadal,16
specifics,16
penoscrotal,16
concentrated,16
alternate,16
stomatitis,16
constipated,16
endovascular,16
floxin,16
phalen,16
unexpected,16
ecog,16
examinations,16
guiding,16
rica,16
igm,16
perclose,16
parts,16
saddle,16
concussion,16
apophyseal,16
xps,16
pretibial,16
sao,16
lacrimal,16
uncinate,16
twins,16
shallow,16
apron,16
receptive,16
hawkins,16
palmaris,16
supracondylar,16
contributed,16
puree,16
surrounded,16
encourage,16
crus,16
redo,16
spiral,16
omohyoid,16
hear,16
card,16
scene,16
silent,16
wings,16
cr,16
discontinuity,16
plaques,16
thrown,16
sural,16
sh,16
neurovascularly,16
aborted,16
uneventfully,16
barrel,16
dopamine,16
anticardiolipin,16
extruding,16
biomet,16
inderal,16
angulated,16
anorectal,16
ncv,16
reattached,16
supination,16
columellar,16
trap,16
tech,16
ventrum,16
crushed,16
bridges,16
alba,16
nonlabored,16
dealing,16
arrange,16
neonate,16
mesosalpinx,16
subsegments,16
endogia,16
quantitative,16
pruritus,16
imbricating,16
vertebra,16
commenced,16
noxious,16
indentation,16
asymmetric,16
names,16
interactive,16
backed,16
dimensional,16
preference,16
flatus,16
nosebleeds,16
phonation,16
divorce,16
overdose,16
occupation,16
marble,16
milligrams,16
chlamydia,16
beachchair,16
pectoris,16
spends,16
bpd,16
ccs,16
spurring,16
arc,16
cats,16
sed,16
superficially,16
awaken,16
gardening,16
believed,16
concentrate,16
limbal,16
requirements,16
immobilized,16
connections,16
abnormally,16
dryness,16
subhepatic,16
florida,16
restorative,16
davis,16
crowe,16
knuckle,16
salpingectomy,16
esterase,16
mapping,16
curving,16
thereby,16
document,16
noncompliance,16
icteric,16
hobbies,16
offer,16
electrolyte,16
revascularization,16
forefoot,16
reassured,16
decay,16
triage,16
cozaar,16
mouthgag,16
approval,16
boluses,16
nebulized,16
reintroduced,16
ensued,16
ethilon,16
quadriparesis,16
casts,16
dyskinesia,16
notify,16
hoffman,16
persist,16
rising,16
diversion,16
indiana,16
elevates,16
protrudes,16
takedown,16
inherent,16
nondiagnostic,16
pets,16
quitting,16
plaquing,16
gomco,16
inspect,16
kyphoplasty,16
craniopharyngioma,16
chantix,16
stressful,16
constricted,16
anteroinferior,16
homemaker,16
persistence,16
bursal,16
plication,16
moro,16
inclusive,16
nonreactive,16
eczema,16
rom,16
forming,16
endopelvic,16
carrying,16
widow,16
anastomoses,16
south,16
dramatically,16
incus,16
fussy,16
turns,16
sustain,16
meter,16
beveled,16
fogarty,16
egophony,16
ocuflox,16
expenditure,16
thrombi,16
crossed,16
determination,16
celexa,16
transacted,16
glyburide,16
levator,16
weber,16
astramorph,16
tarsus,16
ultram,16
design,15
north,15
sampled,15
friability,15
midpoint,15
reevaluated,15
antidepressants,15
frontalis,15
coherent,15
modifying,15
ate,15
orthopedist,15
imdur,15
ranitidine,15
value,15
cusa,15
otic,15
abandoned,15
coag,15
unconscious,15
subacute,15
hemispheric,15
backward,15
pontine,15
lorenz,15
elsewhere,15
dosages,15
meat,15
rhytidectomy,15
shortening,15
fusiform,15
diuretic,15
vaseline,15
limp,15
broviac,15
wbcs,15
duraseal,15
fasciitis,15
concrete,15
eighth,15
thinned,15
hamstrings,15
drank,15
serving,15
applications,15
taste,15
phlebectomies,15
shut,15
demise,15
ecstasy,15
bifrontal,15
diaper,15
mammographic,15
cracked,15
financial,15
sewed,15
prograf,15
readings,15
anvil,15
og,15
celestone,15
lipodystrophy,15
clothing,15
buster,15
deficient,15
wrestling,15
environmental,15
restrictive,15
cloudy,15
sending,15
duties,15
accumulation,15
groomed,15
vytorin,15
malalignment,15
endocrinologist,15
afraid,15
functions,15
pertussis,15
guarantee,15
preplaced,15
aura,15
openings,15
melanosis,15
tegretol,15
uniplate,15
avelox,15
complement,15
fluctuance,15
cavitron,15
microscissors,15
biplanar,15
preceded,15
pinna,15
crural,15
intradermal,15
pneumatosis,15
shop,15
widening,15
strenuous,15
danek,15
idiopathic,15
tendinous,15
injectables,15
crepitations,15
stabbing,15
teaching,15
pick,15
claim,15
contracting,15
spillage,15
symbol,15
le,15
burst,15
fruit,15
damaged,15
epidermal,15
mucositis,15
millimeter,15
omnicef,15
aggravated,15
exophytic,15
sweating,15
minimizing,15
bloc,15
acquisition,15
ones,15
kenalog,15
saying,15
collision,15
involves,15
jejunostomy,15
match,15
pretracheal,15
punched,15
superblade,15
yearly,15
flame,15
epileptic,15
injectable,15
porous,15
hypogastric,15
clonazepam,15
widened,15
intent,15
phrenic,15
infraclavicular,15
rounds,15
tracer,15
vats,15
cuboid,15
lbp,15
jerk,15
striking,15
saver,15
intervening,15
notably,15
plaquenil,15
beds,15
compromised,15
lymphs,15
tense,15
sle,15
vomit,15
cysto,15
rid,15
sonographic,15
dosepak,15
purpura,15
uric,15
surveillance,15
paralytic,15
road,15
oligoclonal,15
constantly,15
airplane,15
iowa,15
lingula,15
hope,15
normalization,15
rectosigmoid,15
attendance,15
yr,15
fev,15
potentials,15
laparoscopically,15
radiosurgery,15
disoriented,15
smears,15
oz,15
tracheobronchial,15
subject,15
lvh,15
pr,15
reasoning,15
eliminate,15
restoration,15
stellate,15
assistive,15
associates,15
puckering,15
kindly,15
cycled,14
partners,14
lamp,14
fissures,14
polysubstance,14
arteriosclerotic,14
cp,14
utility,14
tc,14
sq,14
loosened,14
whereas,14
aesthetic,14
esotropia,14
heaves,14
sedatives,14
depths,14
aortopulmonary,14
infundibulum,14
arcade,14
physically,14
arthroscope,14
ringing,14
eps,14
endurance,14
contested,14
stepping,14
echogenicity,14
mesentry,14
resecting,14
anteversion,14
colposcopy,14
qs,14
forgetting,14
subscapular,14
failing,14
adenotonsillar,14
barely,14
comment,14
bradycardic,14
deposit,14
seventh,14
worth,14
synostosis,14
untoward,14
template,14
illumination,14
nephrolithiasis,14
rolls,14
gy,14
hood,14
thrombolytic,14
beaver,14
ae,14
varied,14
nephrolithotomy,14
cottle,14
variability,14
plugging,14
plexopathy,14
learn,14
lyme,14
demyelinating,14
metopic,14
wanting,14
ischial,14
sedimentation,14
uterovarian,14
metronidazole,14
elevators,14
pediatrics,14
cultured,14
enterococcus,14
screwed,14
freezing,14
biometry,14
commissure,14
ambulated,14
stretched,14
epicondylar,14
visceromegaly,14
afferent,14
gastrojejunal,14
interestingly,14
opiate,14
packet,14
rock,14
plica,14
emgs,14
anticipation,14
diagnostics,14
hinge,14
painless,14
finishing,14
lined,14
conventional,14
lowest,14
transsphenoidal,14
effaced,14
nasally,14
talc,14
lmp,14
blocking,14
scapula,14
weather,14
metamucil,14
pillows,14
diastat,14
nonviable,14
retroflex,14
reactivity,14
spirometry,14
fluticasone,14
splinting,14
uveal,14
facelift,14
spitting,14
phacoemulsified,14
chloraprep,14
nonhealing,14
relocation,14
dyspepsia,14
continuity,14
dirty,14
meniscoplasty,14
flaccid,14
sulci,14
unicompartmental,14
matured,14
cons,14
filmy,14
immunohistochemical,14
subcapital,14
cooking,14
landed,14
lovastatin,14
insignificant,14
correlate,14
mastoiditis,14
diopter,14
chop,14
concurrent,14
irides,14
stapling,14
lots,14
monthly,14
tinged,14
allen,14
detorsion,14
epileptiform,14
cll,14
truly,14
secretion,14
verge,14
impella,14
dependency,14
vigamox,14
paraphasic,14
sinemet,14
scopes,14
triggering,14
pseudotumor,14
arose,14
detect,14
nonetheless,14
nifedipine,14
member,14
coordinate,14
apraxia,14
livedo,14
seeking,14
aural,14
tarsal,14
anticipate,14
questioned,14
pickup,14
reluctant,14
luke,14
timing,14
intraaortic,14
ioban,14
pvcs,14
cusp,14
troponins,14
juvenile,14
processing,14
reserve,14
knew,14
hrs,14
dislocated,14
sizing,14
digastric,14
rounded,14
phonophobia,14
noninvasive,14
dnr,14
peri,14
progav,14
breadth,14
pneumo,14
homogeneous,14
hemi,14
watery,14
concluded,14
assets,14
collagen,14
cracking,14
firmly,14
eosinophils,14
carter,14
mitomycin,14
trabeculectomy,14
decannulation,14
brudzinski,14
kernig,14
aqueous,14
animals,14
rice,14
inlet,14
radiculopathies,14
calls,14
palpably,14
dropping,14
lupron,14
perforating,14
acmi,14
arousal,14
dyazide,14
characterization,14
nevertheless,14
blisters,14
die,14
reapproximation,14
cpm,14
bias,14
densely,14
connecting,14
sip,14
contours,14
vitreoretinal,14
mentation,14
otc,14
pair,14
pleased,14
extraoral,14
mucinous,14
lodged,14
refraction,14
salvage,14
tensor,14
retrieval,14
indigestion,14
ra,14
vioxx,14
pacer,14
extractions,14
dietician,14
emanating,14
press,14
sales,14
refilled,14
circulatory,14
teased,14
soaking,14
gbs,14
object,14
debulk,14
tachybrady,14
debakey,14
horizontally,14
mortise,14
premedications,14
osteochondroma,14
pronation,14
deflation,14
pcl,14
pointing,14
fistulous,14
